Dealership_Name,Location,Total_Cars_Sold,Total_Revenue
Bouvet et Fils,Rossi,1442,6335837.7
Boulanger,Sainte Roland,2513,30129685.55
Antoine,Henry,3112,2937236.99
Barthelemy,Michel-la-Forêt,1414,19674732.88
Martin,Bernard,3531,9418501.78
De Oliveira,Saint Benjamin-les-Bains,1733,28997511.25
Bonneau S.A.,Weberboeuf,1146,18105368.25
Pons,Saint MadeleineBourg,310,39154841.37
Letellier Mallet S.A.,Lemaître,604,34749279.12
Gauthier S.A.,Besnarddan,816,10026320.59
Petitjean S.A.,Hubert,143,48801247.21
Pichon Vallée S.A.,Mallet-sur-Bertin,4755,18556029.4
Pires,Faure,4447,36669533.17
Léger,LebretonVille,1498,29173299.28
Coulon,Regnier-sur-Lamy,1775,15301819.86
Lemaire,Léger,1389,46540625.57
Mercier,Sainte Adrien,1680,44068336.33
Gautier SA,Turpin,999,42001009.61
Faivre Legendre et Fils,Mailletnec,3769,4963916.99
Maurice,Munoz,2658,28525933.97
Da Silva,Michel,2903,8631059.16
Leblanc,Saint Stéphane,3404,24670581.63
Masson SARL,Hardyboeuf,668,40531580.16
Aubert,Wagner-sur-Lecoq,1809,9653905.57
Georges S.A.S.,Guillet,628,38405229.75
Techer Maillet et Fils,Vallet-les-Bains,1816,3728175.59
Legendre,Sainte Raymond-les-Bains,4207,47738264.94
Lacombe,Pierreboeuf,3466,35347930.04
Leclercq,Saint Eugène,1877,24039491.79
Guillet S.A.S.,Bernard,323,3406147.89
Ollivier SARL,Sainte Bernadette-les-Bains,4806,34773325.34
Pires,GrenierVille,4390,17129908.46
Laporte,Dias,2667,39507742.93
Renard Aubry S.A.,Bouvet,3190,40728106.74
Da Silva Hernandez et Fils,Saint LucieBourg,3452,38582270.6
Gosselin,Ribeirodan,2929,40615225.62
Dias,Gilbertdan,3360,24563111.14
Bourdon,Roche,1230,27930401.97
Lamy S.A.S.,Sainte Michèle,3510,40159099.54
Baudry S.A.S.,Parent,1922,23225104.31
De Sousa et Fils,Sainte Eugène,4594,7118891.75
Masse,Hoarau,4955,28129243.82
Bouvet S.A.,Jacques,1687,30173488.12
Cohen S.A.,Saint Hugues,3317,7066745.33
Dufour Royer SARL,Boutin,4332,25479956.52
Lombard Barbe S.A.,Morel,2983,6313479.54
Baudry Guyot S.A.,Paulnec,4946,28218608.85
Hernandez Jacquot SARL,Michaud,3158,23456873.14
Lambert De Sousa S.A.R.L.,Nicolas-sur-Martins,4034,16287158.22
Pelletier Bouvier SARL,Sainte Lucie,3739,9664178.68
Brun Philippe SA,GrenierVille,4984,24988146.79
Vidal Raynaud S.A.,Saint Julien,1695,46242061.51
Cousin SA,Delmas,551,5143973.09
De Oliveira,Fournier,3610,10220575.36
Chrétien SA,Launay,2094,18621138.99
Cordier,Rossidan,3576,22477161.21
Faure,Tessier,2115,19130299.21
Royer,Charles-sur-Mer,1746,20711124.53
Chevalier SA,Besson-les-Bains,1876,16708829.39
Gomes,Philippe,2662,1624026.4
Robin,Sainte ThéophileVille,1419,36203900.36
Boulay Ramos S.A.R.L.,Caron,1772,22991818.88
Perrin S.A.,Gosselin,1212,14549228.85
Perrot Guichard S.A.S.,Sainte Jeanne-les-Bains,386,26640390.47
Dos Santos,Gautier,141,49997490.25
Guichard S.A.S.,Gilles,1502,11850065.7
Lacroix,Bousquet,267,1657465.39
Pages,Saint Stéphanie-la-Forêt,2844,3678716.47
Marie,Leblanc,1607,32402682.35
Joly Godard S.A.S.,Georges,1264,45610684.36
Schneider Navarro SARL,Saint Martine,1176,39263453.79
Valentin,Gimenez,694,42644763.54
Bourgeois,Sainte Victor,491,22428564.15
Gallet Lévêque S.A.,Pereira,1775,21622528.46
Roux S.A.,Léger,1770,33758583.07
Klein S.A.,Sainte Adèle,2938,11866006.93
Lenoir Lacroix S.A.S.,Legrosdan,3605,43244503.52
Michaud,GalletVille,3257,16638240.3
Bertin Valette S.A.,Noël,2015,48102447.83
Blondel Blanc S.A.R.L.,Lemaire,2650,45189157.19
Launay S.A.S.,Sainte Honoréboeuf,3494,22928093.41
Lopes Colin S.A.S.,Berger-sur-Mercier,232,8933343.56
Gomes,Saint SimoneVille,4301,24140081.49
Ferrand Gérard et Fils,Saint JoséphineBourg,543,41947679.16
Guichard,Maréchal,4979,15413192.66
Turpin,Schmitt,2834,23826488.53
Carre et Fils,Turpin,2152,37306621.93
Pascal SARL,Delmas-sur-Richard,4469,33426283.43
Dias Leconte SA,Ribeiro,219,14591937.17
Lelièvre,PonsBourg,3096,14094870.69
Neveu SARL,Gimenezdan,4172,16300152.09
Delorme S.A.R.L.,Fournierboeuf,590,28507887.14
Wagner S.A.,Breton-les-Bains,3628,14733902.9
Olivier Barbe SARL,Colas,3605,35919403.9
Garcia SARL,Traore,1894,29306814.64
Dupré,Sainte Louis,2383,34246355.45
Chartier Auger SA,Vasseur,200,10909701.27
Vallée,Saint Cécile,520,7566768.39
Legros Vasseur et Fils,GomesBourg,3290,43782887.25
Gillet SARL,Delmasnec,3666,27643088.67
Durand,RobinBourg,520,3703421.1
Colas,Carpentier,1725,32588267.49
Bailly Georges SA,Louis,570,17279450.66
Devaux,Saint Marianne,4374,17281695.41
Jacquet et Fils,Costa,2614,38018635.92
Besson,Saint William,2022,38185164.66
Valentin et Fils,Monnier-sur-Gauthier,3941,8076444.56
Rodrigues et Fils,LefèvreVille,4089,11091130.34
Riou SARL,Saint Henrietteboeuf,2601,42334459.59
Valentin et Fils,Sainte Margaud,4305,19560040.06
Perrot Ollivier SARL,Saint Anne,2831,22023660.36
Collin S.A.S.,Da SilvaVille,4127,46808015.91
Joubert SARL,Blancdan,3894,29913283.23
Tessier Clerc S.A.S.,Lemoine,1299,27714628.67
Auger et Fils,Raynaud,1940,23562028.33
Duval,Ollivier,379,44626746.14
Pons,PoirierBourg,3517,43762049.63
Roux Dumont S.A.R.L.,Reynaud-sur-Colas,2523,8668141.88
Petitjean S.A.R.L.,Saint Michelle-sur-Mer,2744,4684603.81
Clément Bruneau S.A.S.,Duhameldan,2924,25205617.38
Schneider SARL,Meunier,3260,15323395.98
Normand Lagarde SA,Saint Laureboeuf,358,27203661.51
Gonzalez SARL,Saint Anouk-la-Forêt,3708,24467372.56
Lagarde SA,Durand,1049,26278924.45
Caron,Joly-sur-Lamy,4181,41505825.63
Becker Millet S.A.,Sainte Louis-la-Forêt,2358,39350962.21
Olivier Marchal SARL,Colas-sur-Guyot,2828,7539120.02
Schmitt Millet S.A.,Mathieudan,2176,39510870.24
Lopes,Paul-les-Bains,1889,31314924.12
Marques,Gay-les-Bains,4185,25106137.23
Gomez,Mathieu-sur-Gosselin,4441,46269446.55
Petit S.A.R.L.,LefebvreVille,494,21997292.48
Blondel S.A.S.,Moreau,4970,38108319.71
Petit,Guillon-sur-Mer,1210,18078758.87
Dupuis,Sainte Dianedan,533,48313327.61
Guillot SARL,Payetboeuf,4995,7722492.2
Millet,Munozboeuf,4205,13370309.38
Regnier,Pires-la-Forêt,3598,26449939.11
Martin Bouvier S.A.R.L.,Lecoq-sur-Mer,3825,31755482.45
Monnier SARL,Fontaine-sur-Rossi,3116,19935319.09
Moulin et Fils,Lévêque,3202,9632448.62
Lebrun Coste S.A.,Berger,4978,39462907.8
Bernard Lacombe S.A.S.,Louisnec,2493,24109076.56
Peltier,Le Roux,705,39784784.21
Blanchet Carre S.A.S.,Dias,669,5615770.39
Bouvier,Rousset-la-Forêt,944,43798338.38
Rodriguez,Saint Gilles-la-Forêt,1959,8919180.51
Besson Boulay SARL,Cohendan,589,27775381.04
Carre,Saint Roger,1809,3814690.82
Diallo Allard et Fils,Gilbert-les-Bains,4788,18966159.89
Rivière Couturier S.A.S.,Rolland,4429,12020579.12
Roussel,Bernierboeuf,3543,43262540.36
Blanchet et Fils,Hernandezboeuf,285,41687273.12
Carre Picard S.A.,Sainte Amélieboeuf,718,5205319.03
Moreno SARL,Rogernec,690,49250294.49
Leroux,Sainte Anne,3623,49601684.16
Bouchet S.A.R.L.,Hernandez,1616,32145624.92
Guilbert S.A.,Pereira,4464,11832629.64
Lecoq Ollivier SARL,Rodrigues,2232,8908353.91
Evrard,Saint Virginie,4296,42955718.8
Valentin,Duranddan,3058,1889181.11
Costa S.A.,Sainte Guynec,3975,48408056.17
Pelletier S.A.R.L.,Deschampsnec,4192,8073706.21
Potier,Micheldan,2457,4316143.95
Carre et Fils,Labbé,4979,22760294.99
Simon Techer SARL,CarpentierBourg,1883,4025939.09
Louis Launay SARL,Mace-la-Forêt,644,31173687.92
Denis Godard SA,Morin,2370,23087540.46
Alexandre,Chevallier,1549,44328743.56
Chauvet Gonzalez et Fils,Regnier,2624,6149175.17
Bonneau,Dupontboeuf,3721,17407528.1
Pasquier,Marion,2570,49739798.53
Gomes,Rodriguezdan,1756,22364791.82
Fabre,Caron-la-Forêt,1792,16093476.15
Buisson SA,Sainte Pauline,1536,24082803.51
Lamy Colas S.A.,Saint Franck-les-Bains,277,1465067.23
Cousin,Masson,2571,45774869.92
Lacombe Valentin SA,Saint ChristineVille,3295,40015849.58
Delorme,Bonneau,3536,18198270.47
Jourdan Dumas SARL,Sainte Nathaliedan,852,26580490.83
Parent,MarchalBourg,4230,27172917.4
Garnier S.A.R.L.,De Sousa-les-Bains,4016,10118502.07
Guillon et Fils,Saint Jacques,325,7068143.2
Maurice,Pereira,3770,45433295.17
Grenier,Parent,4942,48881309.3
Robin,Neveu,1161,36296958.28
Seguin,Hervé,4135,40173367.52
Brun,Lemonnier,898,33641161.06
Germain,Bouchet-les-Bains,3387,4310099.26
Evrard,Regniernec,4489,25984967.44
Hervé,Marchand-sur-Da Costa,2932,6032319.99
Bigot,Torres,2471,5779345.79
Gilbert et Fils,GomezBourg,2131,9030612.74
Brun,Brunetboeuf,2368,3436185.78
Bernard,Boulanger,3141,17789751.82
Dos Santos Maurice S.A.R.L.,Sainte Lucy,1125,30693107.94
Antoine,Ramos,493,32791682.08
Hamon,Fernandes-sur-Deschamps,4332,38445750.85
Jacquot Jacquot SA,Sainte Diane,1097,19422926.69
Guilbert,Cohen,1602,2830570.49
Bonneau Meyer S.A.,Girard-sur-Mer,4782,12942172.0
Laporte,Pelletier-les-Bains,3658,45908139.49
Costa et Fils,Vallet,2775,5934007.48
Baron,Dupuy,2801,6688047.29
Boutin,Michaud-sur-Verdier,2587,34414470.1
Pruvost,Boutin,1363,37100867.22
Labbé SA,Merle-sur-Normand,1758,30228302.63
Vallet,Mace,3193,32182772.53
Dubois,Coulon,2285,18002134.95
Grenier,Caron-les-Bains,1392,26253334.05
Collet Charrier SARL,Gaillard,1243,22884641.78
Rousset SARL,Sainte MoniqueVille,4774,6347749.56
Carlier Cousin S.A.S.,Sainte Laetitia,1852,19472324.43
Daniel,Ribeironec,1732,40574650.21
David SARL,Auger,305,39751960.1
Barbier S.A.R.L.,Pruvost-la-Forêt,4493,10363799.16
Samson et Fils,Pagesdan,4816,5732279.61
Pascal De Oliveira S.A.,Techer-sur-Martel,4133,27773598.95
Payet S.A.S.,Pascal,2601,42981795.28
Pineau Brunet S.A.R.L.,David-sur-Legros,2994,34682382.97
Clément S.A.S.,Dupuy,4663,39042254.38
Dubois S.A.S.,Michel,4118,44615979.58
Guillet,Gautierboeuf,2162,17580017.14
Jacquet,Sainte Georges,4467,31800609.38
Grenier,Sainte Astrid,1179,35600043.64
Boulay S.A.S.,Bousquetnec,4669,27120805.64
Maillard,Gérard-la-Forêt,759,22181455.66
Jourdan,Lemonniernec,657,38355001.46
Lévêque Valette S.A.R.L.,Seguin,1453,29475135.48
Olivier Julien S.A.R.L.,Reyboeuf,3205,26366561.94
Munoz,Leroy,1659,18552266.73
Brun Garnier et Fils,Dumont,2178,13233104.28
Rey,Rousset,4913,39199411.09
Becker SARL,Dupuy,2434,46785776.25
Joseph Lebreton S.A.,Chauveau-sur-Hubert,1406,18779213.16
Gillet S.A.S.,Louis,3471,4305354.89
Pottier,Benardnec,4650,33556947.61
Marie,Gimenez,3390,19816343.14
Lagarde,FoucherVille,2080,1380519.54
Gros S.A.,Gérard-sur-Mer,3495,40009817.18
Bertrand,Moreau,3983,20657445.76
Millet et Fils,Breton-sur-Lefèvre,1373,33013296.39
Potier Rossi SA,Arnaudboeuf,4091,8005137.22
Alexandre S.A.S.,Boulaydan,4056,4815986.4
Delorme,Carlierdan,725,32232625.93
Guyon Launay S.A.S.,Marty,3020,31863267.07
Roussel S.A.S.,Saint Nath,2095,39175764.92
Collin,Lebon,2913,11759238.8
Guichard Berger SARL,Sainte Célinedan,1433,25748162.5
Duval,Dias,1690,21860306.83
Hervé S.A.,Sainte NicoleVille,4192,25284439.2
Dubois,Lejeune,585,27694438.45
Durand et Fils,Labbé,2460,6081704.74
Diallo Jean S.A.,BertinVille,1553,48653490.55
Bousquet S.A.R.L.,Saint Maryse,441,39751130.79
Chauvet,Regnierboeuf,3823,6013847.34
Guyon,Rémy-sur-Loiseau,4021,27929162.54
Lombard Brunel S.A.R.L.,Traore-sur-Brun,1547,44730772.27
Lopez,Clerc-sur-Mer,3885,46611256.36
Peltier,Saint Hortense,2077,39574428.82
Germain,Lemonnier,2805,31022874.26
Joseph,Maillot,1842,19296767.62
Mallet,Hamon,3441,35461465.45
Delattre,Bernier,1715,30779405.24
Ruiz et Fils,Collet-les-Bains,748,34650147.94
Goncalves SARL,Sainte Océanedan,763,14300515.58
Hervé S.A.S.,Sainte Rogernec,378,9964563.95
Pinto Duval S.A.,Bertin,2583,15012658.79
Barbe,Salmon,4747,30912588.49
Martinez Paul S.A.,Lelièvre-sur-Couturier,3898,16741562.67
Guillot,LecomteVille,2510,15281452.58
Pruvost S.A.R.L.,Sainte Océane-sur-Mer,4067,11073133.71
Laine Richard SA,Giraudboeuf,2989,44857043.28
Coulon SA,Saint Anne-sur-Mer,959,38395973.18
Texier,Didier-sur-Mer,2519,48148985.57
Peron SARL,Morvan,3233,22257161.06
Chevallier,Morvan,3717,46556598.79
Lesage Colas SARL,Boucher-les-Bains,2386,45726349.06
Weiss,Verdier-les-Bains,2458,43106599.01
Weiss,Garniernec,2059,33023802.05
Bouvet,Poulaindan,4951,39126277.71
Lesage,Saint Frédéric,3473,8750271.82
Alves S.A.S.,Saint Thibaut,3798,28717916.55
Dijoux Lombard S.A.S.,Garcia,4190,10285991.11
Lelièvre Bourgeois SA,Samson,2882,46042975.61
Bertin SARL,Sainte William,1124,5124787.05
Le Roux,Rolland-la-Forêt,2116,3915164.08
Raynaud,Hervé,122,8838487.59
Fernandes,Guilbert-sur-Techer,1940,21420578.85
Paul SA,Maillot,2549,37863405.18
Garnier,Sainte Camille,4730,7674897.88
Delahaye,Schneider,4764,12850108.84
Chauvin S.A.,Delmas-sur-Verdier,3970,28789967.84
Couturier,Didiernec,1432,19552429.12
Carre,Saint JacquesBourg,4106,1369286.22
Bodin,GillesBourg,3970,21043498.42
Garcia,Rémy,563,6687003.87
Costa S.A.,Sainte Marcel,4745,40362431.0
Grégoire S.A.S.,NicolasBourg,3665,35911279.53
Duhamel,Sainte Alexandria,4825,48376012.22
Gomes S.A.,Saint Henri,3378,18734954.76
Descamps Ledoux S.A.R.L.,Pinto-sur-Guyot,292,19632602.73
Ruiz,Saint Anouk,3511,9123570.4
Perez,Denis,1478,18254804.25
Normand,Salmon-sur-Dupuy,4058,30587661.85
Jean SARL,Sainte Virginie,1874,2732873.33
Voisin SA,Seguin,784,31506474.07
Samson Lesage SA,Sainte Adrien,2320,25283252.91
Le Roux S.A.,Riou-la-Forêt,4779,5210943.18
Toussaint Deschamps SARL,Saint Patricia,3608,17325323.45
Weiss S.A.,Couturier,1661,34543057.69
Hamel et Fils,HenryBourg,870,2630155.21
Langlois,Pasquier,2908,43797560.66
Benoit Poulain SA,Gauthierdan,4586,7676770.02
Allain S.A.R.L.,Joubert,3734,32086360.12
Chevallier,Perez,3099,41404065.48
Guérin,Lebreton-la-Forêt,3207,28239611.46
Delahaye,Georges,1919,48931925.2
Rodrigues,LeroyVille,469,32368654.84
Gilles,Prévost,4768,42336636.13
Morin,DupuyBourg,1336,45055910.85
Giraud,Benoitnec,4563,12981195.88
Gimenez S.A.S.,Collin-sur-Robert,824,23941935.09
Clerc,Guyon-sur-Bousquet,4267,45556407.89
Tessier et Fils,Rocher-sur-Cousin,3201,30438216.66
Besson,Lefort-sur-Regnier,2664,12961605.79
Blondel,Sainte Michèle,1256,45140340.46
Marty S.A.R.L.,Saint Moniquenec,3375,35554865.52
Mace,Hamon,2372,37321238.4
Petitjean S.A.,MauryBourg,253,7696928.74
Ferrand S.A.S.,Humbert-la-Forêt,845,35302007.49
Leduc,Schmitt,4144,47813221.54
Georges S.A.S.,Guillon-sur-Hamel,1209,26810010.21
Poirier S.A.,Sainte Adriennedan,3999,28138869.24
Simon,Vasseur,4575,37913636.82
Martel,FleuryBourg,3568,23644077.77
Dubois,Saint MarianneBourg,4192,41465823.79
Legros,MaillotVille,1649,9575508.91
Charles,Mercier,181,37280457.2
Morel,Fleurynec,4646,30498095.17
Michel S.A.R.L.,Saint Océane-la-Forêt,213,33629325.36
Lefèvre,Perrier,4527,20988238.64
Dias,Morvan-la-Forêt,4013,17134291.21
Noël SARL,Lenoir,881,12189432.82
Delahaye SARL,Sainte Eugène,4755,11952252.67
Brun S.A.S.,Samson,260,47364174.23
Dufour Chevallier et Fils,Fouquet,4642,4325631.6
Briand,Neveunec,876,22488780.79
Jacob Reynaud SA,Guillon,2239,23695620.63
Bonnet,Lagarde-sur-Valentin,3894,3336966.85
Julien,Masse,221,47773472.4
Huet,Ribeiro,2699,23474816.31
Tanguy Louis SA,Georges,1860,32918886.25
Dufour,RivièreVille,4473,8670091.63
Royer Barbier SARL,De Oliveira,2736,29880514.69
Leroux SA,Faivre,2514,28365990.84
Denis Rivière S.A.R.L.,Regniernec,2260,22921160.52
Guichard Coste SARL,Schmitt,1596,44490914.5
Delattre,Dufour,3021,44162274.4
Durand,Saint Chantal,4927,17151505.14
Rey SA,Martelboeuf,4543,49935997.82
Bigot Roy SARL,Aubry,2327,7525196.81
Navarro,Sainte Madeleine-sur-Mer,1144,39063571.64
Benoit,Salmon-les-Bains,2164,8752969.26
Boucher,Aubert,3142,32430439.66
Lebreton Clément S.A.,DumasVille,4683,46021827.59
Guillaume Gomes S.A.,Dumas-sur-Pruvost,3573,13075110.78
Peltier De Oliveira S.A.R.L.,Pires-sur-Gaillard,4601,33285888.4
Besson,Pasquier,2960,11547495.08
Rolland Maury S.A.,Baudry-sur-Coulon,3693,47143558.01
Allard Perrier S.A.S.,Julien-sur-Mer,573,9618828.85
Fournier Lecoq S.A.,Robert,1867,19946372.38
Valentin Denis S.A.R.L.,Germain-sur-Adam,3249,31812575.56
Godard,Caron-sur-Thibault,3727,32600540.76
Boutin SARL,Michel,4829,48288723.55
Gros,Guicharddan,3130,48147621.7
Blanchard,Sainte Olivier,975,13138730.45
Antoine,Lebrun,1962,47912817.4
Jean,Saint Margaudboeuf,2435,14452263.82
Marin,Allain,3816,6514188.73
Klein,Sainte DanielBourg,854,45891527.25
Dias,Tanguy-les-Bains,2635,48430994.41
Prévost,PagesBourg,2262,3607978.74
Renaud Benoit S.A.,Toussaintdan,2759,37232544.89
Duval S.A.S.,Sainte Hugues-sur-Mer,2860,41971223.82
Bonnet Robin S.A.S.,Saint Frédéricboeuf,4812,24928130.63
Rossi SARL,Sainte Louise,1662,32660455.37
Traore Valentin SARL,DupréVille,2557,24955148.83
Marchand SARL,Barbe-la-Forêt,4207,28823343.02
Moulin,Parent-sur-Lefebvre,4598,3128206.24
Lenoir Gimenez SA,Loiseaunec,1768,10706696.11
Chartier,De Oliveira-les-Bains,4304,10221772.55
Garnier SA,Lemaire-sur-Lopez,2489,39660054.86
Rivière,Lacroix-la-Forêt,4361,14830072.19
Blot Marques S.A.,Saint Maryse,4926,24762266.83
Alexandre Bonnin et Fils,Sainte Laure,3304,35987807.91
Berger,Laporte,3209,40294511.1
Clerc,Roy,2557,23890419.21
Bouvet Bonnin SA,Breton,2936,43176396.38
Chevalier,Vincent,2976,39720845.01
Vallet,Verdier,4917,6915693.92
Valette,Sainte JacquesVille,353,20670871.96
Brun Letellier et Fils,Morvannec,4082,37695777.95
Chauvin,Maillet,1438,7464882.79
Lefort S.A.S.,Bourdon,4219,3019065.29
Marchand S.A.,Chevalier,1318,41339368.92
Guillaume Payet S.A.R.L.,Laine-les-Bains,355,29175096.3
Brunel Bouvier S.A.,Carlier-sur-Buisson,1800,27492020.56
Guillet,Bourgeois,1775,43014465.19
Andre,Pons,3800,8948391.86
Perrier,Martinez-sur-Pons,2131,39959421.22
Tanguy Guillaume S.A.,Reynaudnec,1611,17081228.19
Étienne et Fils,Roux-sur-Garcia,3702,6548125.76
Perrier,Maillard-la-Forêt,2931,17802148.79
Guillot,Saint Laurentnec,3838,31078558.38
Marques SA,Mendèsboeuf,619,21078072.48
Guillot SA,Lesage,1734,32282535.18
Hoareau et Fils,Cohendan,2465,41964907.26
Delaunay,Brundan,2642,44506633.59
Gosselin,Raynaud,4671,34923771.61
Gomez Fernandes S.A.,Sainte Alain-les-Bains,4425,47620967.03
Bousquet S.A.,De SousaBourg,3722,42421836.9
Gillet S.A.S.,MarinBourg,3771,6095590.54
Carre,Jacquet,2095,1454507.47
Royer S.A.R.L.,Petitjean,2324,29190363.08
Maury Perret S.A.R.L.,Garnier,4564,49416515.49
Ledoux,Lejeune,3092,28592627.33
Jean SA,Lamy,1339,32731983.24
Martins,Gros-les-Bains,1211,28149051.95
Hamon,Jolydan,2829,22948239.32
Martineau,Fischerboeuf,4495,41367445.21
Lebreton Maurice S.A.S.,Saint GillesVille,4029,17215169.84
Bodin,Durand,3616,14666768.05
Grondin,Delahayenec,1130,26868819.13
Aubry,Sainte Henriette-les-Bains,1644,7159392.88
Riou SA,Marchal,3518,9509647.55
Paul S.A.,Saint Olivie,4613,5336681.79
Riou,Sainte MathildeBourg,3793,2538296.65
Roche Durand SARL,Sauvage-sur-Mer,3505,11003155.13
Berger,Camus,4528,22955314.56
Laporte,AlvesVille,3542,27652345.44
Grenier Duval S.A.,Saint Rémynec,4066,1913016.06
Da Silva,Vallée,4407,46444566.98
Berthelot Mercier S.A.S.,Baron,4532,34314220.48
Seguin SA,Blancnec,185,14505099.75
Guillet,Sainte StéphanieBourg,2993,30161493.64
De Sousa,Peltier-les-Bains,3064,11407698.83
Julien,Hardy,1202,32282400.35
Michaud Leclercq S.A.,Bourdon,2980,40491219.44
Peltier,Gay-sur-Robin,359,15046421.17
Guillaume,Voisinboeuf,891,29705724.69
Gilbert Faure S.A.R.L.,Toussaint,3626,8612849.75
Buisson Rocher SA,Voisin,3564,38585117.19
Gay,Dupuynec,4529,10624091.92
Caron,Legendre-sur-Mer,1043,30630254.76
Grondin,Sainte Yves,2773,4546686.72
Lemaire S.A.,Bruneau-sur-Lévy,768,31743141.26
Bazin Ramos et Fils,Chartier-sur-Goncalves,333,19540930.39
Goncalves,Marion,331,3145693.48
Hernandez S.A.R.L.,Brunet-sur-Rossi,3680,34175051.11
Gauthier SA,Sainte Lorraine-la-Forêt,1307,6957324.55
Maury,Renardnec,1693,39689356.8
Pires S.A.S.,Thomas,876,41599867.93
Didier De Sousa S.A.S.,Sainte SabineVille,2714,20270312.48
Gauthier,Renaud-sur-Da Costa,2779,48768327.39
Maréchal S.A.S.,Fischerdan,4460,40646194.26
Techer Roux S.A.R.L.,Saint Sabinedan,1449,22883891.21
Marin,Lecoq-sur-Girard,839,25915111.95
Lesage Petit SARL,Daniel-sur-Leroy,4835,16434102.12
Courtois SA,Pons,2371,27250464.0
Simon SA,Gilbertboeuf,1699,30486478.44
Rémy,Fischer-sur-Mer,4114,44090588.66
Vidal,Paul-sur-Blanc,2624,29368862.74
Mathieu S.A.R.L.,Auger-sur-Renard,2959,1897191.12
Fleury,Sainte Cécile,4286,41931782.19
Maillard S.A.R.L.,Klein,111,25726607.7
Pelletier,Delaunaynec,2057,12436878.36
Gallet Voisin S.A.R.L.,Sainte Danielle,1495,45601613.27
Besnard Imbert S.A.S.,Rivière,3943,42451002.04
Charpentier Bertrand S.A.S.,Carlier-les-Bains,115,1634715.19
Perrin Wagner SA,Joseph,4231,24606008.97
Thibault,Le Gall,2169,10923066.23
Riou,Sainte Chantal,189,10604447.68
Roy S.A.S.,Buisson,3309,30114317.92
Gilles Andre S.A.,Le Roux,4256,45274185.97
François,Weber-la-Forêt,513,43339301.31
Hamon,Sainte Mathilde-les-Bains,147,45384635.59
Pires Mallet SARL,Saint Martine,1920,31289229.9
Paris,Fischer,2620,33458585.56
Nguyen S.A.S.,Perret,1721,29463119.22
Mercier,Guillaume-les-Bains,1985,47751860.45
Pinto Ramos S.A.,Rey,4227,14803228.92
Monnier Renault SARL,LamyVille,2594,25824583.8
Diaz,Nicolasdan,4550,5712422.2
Lagarde François S.A.R.L.,Guérin,371,20610624.42
Barre S.A.,Saint JérômeVille,617,42980040.41
Bourgeois,Dumas,2490,8603253.42
Joubert S.A.R.L.,Pereira,810,7122080.58
Duval,Sainte ÉricBourg,3477,26540042.78
Vincent SARL,Voisin,3506,12857689.26
Pottier Chevallier SARL,Pasquier,4238,34150981.09
Perrot,Dumont,280,14999759.32
Coulon,Bazinboeuf,1498,1404924.45
Rémy,Fabre,1198,21214612.22
