Campaign_Name,Target_Location,Campaign_Type,Budget,Success_Rate
Leroux,Gosselin,TV,389823,0.30468699489056394
Delattre SARL,Saint MartineBourg,Billboards,280850,0.16312263522109616
Allain S.A.S.,Saint MarineBourg,Radio,382245,0.7355075370696997
Torres,Aubert,TV,389104,0.33641452378445036
Barre,Jourdan,TV,144385,0.17518855160808916
Menard,MarchandVille,Social Media,336334,0.5112192727236643
Vasseur et Fils,Dupuis,Billboards,80468,0.8191795574205039
Dijoux Camus SA,Sainte Éléonore-les-Bains,TV,95166,0.6945390947407236
Garcia,Saint Lucy,Social Media,121601,0.8254434261535376
Perrier,Pires-la-Forêt,Radio,320794,0.6136311364024208
Guilbert S.A.S.,Colas-sur-Mer,Radio,250831,0.8320476531568407
Grenier SA,Fontaine-sur-Barbe,TV,482759,0.7108163634010486
Tessier Brun SA,Gérard,Social Media,383494,0.4758849897552797
Olivier,Le Goff,TV,498125,0.49771841030526875
Morvan,Jacques,Radio,374434,0.6831269779906328
Pinto Benard S.A.R.L.,Roussetdan,Social Media,175027,0.8904089213029092
Martinez Boutin S.A.,Richardnec,TV,415629,0.8338312235307485
Roche,Legendreboeuf,TV,218589,0.6193202372440986
Bonneau Fouquet S.A.,Aubry,Billboards,103382,0.3526527156984637
Morvan S.A.R.L.,Fernandesboeuf,Billboards,186309,0.7869532601231756
Guillou,Breton,Radio,409569,0.37881273937092363
Pinto,Mercier,Social Media,249438,0.5643200798640259
Georges Pottier S.A.,Lamy-sur-Mer,Radio,299361,0.25553098782143924
Vaillant SARL,Marty-sur-Mer,Billboards,360868,0.2704011591192333
Perrin,Saint Zacharie,Radio,233563,0.5810038415770699
Toussaint,CamusBourg,Radio,438347,0.702255630104513
Lecoq Lévy S.A.S.,Picard,Social Media,327480,0.8920441991049806
De Oliveira SA,PayetBourg,TV,79803,0.10291089045932048
Turpin,Meyer,Billboards,446348,0.503395670144631
Lebreton,Andre-sur-Besnard,TV,172053,0.46929524373187437
Blanc SA,Saint René,Billboards,357522,0.6638824254786801
Berthelot,Ribeiro,Billboards,428277,0.12365100823265635
Deschamps,Brunetnec,Billboards,328515,0.2133700095937802
Didier,Mercier,Social Media,225803,0.49954276724815483
Roche Muller S.A.R.L.,Maillotboeuf,Billboards,285027,0.4563425542347458
Noël,Lévy-sur-Caron,Radio,407581,0.3939891762548884
Fabre S.A.,Labbénec,Radio,167280,0.1429799771882009
Brunel Moreno S.A.R.L.,Maillet-sur-Perrier,Social Media,202601,0.7458824947423603
Guyot Vallée S.A.S.,Marie-la-Forêt,Billboards,367581,0.683808324760319
Prévost Germain S.A.S.,Boulanger-sur-Guichard,Radio,35784,0.2988676386861213
Léger,Thomasnec,Social Media,174310,0.2550873883233214
Leduc,Hamel,Radio,173827,0.7031296723343446
Maurice,Carpentier,Social Media,26803,0.6732997492831926
Pereira Foucher et Fils,Legendre,Radio,69706,0.8828238388690832
Martinez,Saint SusanneVille,Billboards,210874,0.7548721867826365
Lejeune Potier SARL,Sainte Christine-la-Forêt,Billboards,153308,0.22896359327800042
Barre SARL,Deschamps,Social Media,319165,0.12030062386335319
Brunel,Mace-les-Bains,TV,55317,0.5230273820455914
Lefort S.A.R.L.,Blot,TV,135834,0.1523696644902618
Menard Benard et Fils,Andre-sur-Bourgeois,Radio,124763,0.8153092737089231
Moreau,Gay,TV,258770,0.7786344801454591
Moreau,Vaillant,Radio,279933,0.30829489634813123
Weiss,Gomezdan,Radio,337480,0.748797826111543
Fontaine Bonnet S.A.S.,PruvostVille,Radio,79484,0.8583261759641546
Dumont,Saint Marguerite,TV,126071,0.23908873373336093
Daniel,Valette-sur-Caron,Billboards,67880,0.47953055528106836
Hernandez Lévy S.A.S.,Saint Michel-les-Bains,TV,401974,0.4685123583925609
Lebon,Morvan,Radio,168946,0.2277978771699127
Legendre Charrier SA,David,Social Media,369598,0.28140772329093144
Guillot S.A.R.L.,Jacquotdan,Radio,196118,0.20855694246350281
Garnier,Lévy-sur-Boulay,Billboards,34161,0.3842458373619181
Pineau et Fils,Josephboeuf,TV,197591,0.407469004812988
Girard,Nicolas-sur-Toussaint,TV,34326,0.49666099277987075
Mahe,Germain-sur-Le Goff,Social Media,302626,0.5347028845805958
Mercier S.A.R.L.,Perrier,Social Media,452110,0.3464022479246618
Ruiz Cordier S.A.,Morinboeuf,Radio,147247,0.12669471136781932
Lévy,Renaud,Social Media,20620,0.5660282649312709
Robert S.A.S.,Barre,Billboards,215562,0.6433646850704958
Boutin,Bourdonnec,Social Media,430836,0.22433942664094442
Bertrand,Duvalnec,Billboards,115180,0.3457112659451098
Barbier,Saint Arnaude,Radio,490427,0.5498731282530269
Bègue,Dos Santos-sur-Mer,Radio,13504,0.5674654998819975
Renard,Dumont,Billboards,454263,0.19052135477481694
Lemaire SARL,Hoarauboeuf,Radio,466294,0.47334180113445123
Dumont,Saint Henriboeuf,Billboards,355731,0.14336138426274428
Marchal Mace S.A.R.L.,Saint Olivie-sur-Mer,TV,358790,0.37341324399140785
Albert Buisson S.A.R.L.,Grégoire,Social Media,74146,0.8978183248274446
Hebert,GonzalezBourg,TV,258798,0.45363775720164845
Buisson,Mahe,Social Media,340989,0.3599367487516849
Robert Hoarau et Fils,PoulainVille,Social Media,335981,0.15231989596834278
Fontaine S.A.S.,Saint Nicolas-la-Forêt,TV,219447,0.1287626487371757
Leblanc S.A.R.L.,Rodrigues,Social Media,129576,0.4685179736791988
Chauveau,Lebondan,Radio,403711,0.6406899153445456
Tessier,Guillon-sur-Dupré,TV,265942,0.4853023914583964
Leconte Gay et Fils,Clément,Billboards,348532,0.36170535879025967
Raynaud Brunel S.A.,Costa,Social Media,438935,0.15719903335283025
Breton Couturier S.A.R.L.,Sainte Andrée-sur-Mer,TV,324254,0.4476708249985035
Le Roux et Fils,Saint Emmanuelle-les-Bains,Billboards,473351,0.4836726059076546
Lemoine S.A.R.L.,Collin-sur-Dupuis,Radio,73399,0.20204586370286537
Marion,Perret,Social Media,433857,0.2557693588794703
Lopes S.A.R.L.,Gaillardnec,Social Media,127471,0.5028392152213165
Cordier,Bonneau,Billboards,328603,0.51906926105679
Boutin Boyer S.A.S.,Sainte Véronique,TV,403374,0.8196601651863897
Becker,Gosselin,Social Media,182304,0.3562882651698698
Aubert Perrot S.A.S.,Sainte Alphonse,TV,138476,0.4638311209546945
Jacob,Lebrun-les-Bains,TV,27825,0.3863978469229722
Maurice SARL,Sainte Théodoreboeuf,Social Media,253021,0.6735896672610925
Dias,Giraud-sur-Rémy,Radio,377733,0.7143851644085698
Torres S.A.S.,Godard-les-Bains,Social Media,253193,0.3177450891945719
Picard,Lacroix-sur-Huet,Billboards,268553,0.1181572127724687
Launay,Guyon-sur-Mer,Billboards,365707,0.7252317465681045
Tessier Jacob S.A.R.L.,Allard,Social Media,253024,0.26865424601688004
Valentin Godard SA,Boulanger,TV,294555,0.374673148985047
Paris SA,Perez,TV,133397,0.7047721572671453
Martineau,Picardnec,Billboards,157450,0.44842337257218634
Dumont,Lefort,Billboards,340859,0.4692911220846081
Lambert Gérard SA,Marchand,TV,337561,0.2816003047583558
Dos Santos et Fils,Marie,Billboards,313713,0.7690980690878166
Samson,Le Gall-les-Bains,Social Media,392849,0.10675539324553932
Lebon,Sainte Aimé,Radio,470698,0.3314670185141261
Diaz SA,Dupuis-sur-Bonnin,Radio,22810,0.48057715537708334
Barbe S.A.S.,Barthelemy,Social Media,285805,0.2160181154670883
Klein S.A.,Saint Alfred,TV,61646,0.419097404829733
Peltier Delmas et Fils,De OliveiraBourg,TV,366605,0.5672953644986991
Fleury Chauveau SA,Cohen-sur-Mer,TV,58369,0.47365847988394216
Renaud,Martin,Radio,162476,0.3738365708233212
Denis Foucher SA,Sainte Brigittedan,Social Media,83833,0.8202063116093407
Joly SARL,Maillard,TV,56968,0.7911222092576489
Torres S.A.R.L.,Sainte Honoré,Social Media,411805,0.5418863064106659
Rodriguez Pages S.A.S.,Pereira,Social Media,492299,0.5298875794806325
Carre,Meyer,TV,45599,0.7717954700657074
Lecoq,Brunet,TV,54507,0.11882522576383901
Perez,Martins,Social Media,60415,0.51392355006897
Grégoire Raymond S.A.S.,Sanchez,Social Media,320250,0.703629369325724
Turpin Dupré S.A.R.L.,Torresboeuf,Billboards,310977,0.2145842491833621
Ramos Payet SA,TeixeiraVille,Billboards,436555,0.8568094916700633
Leconte Gonzalez SA,Delmas,TV,443409,0.20551486275354316
Tanguy Cousin S.A.,Labbé,Radio,447774,0.6480035427668692
Bernard Henry SARL,Alexandre-sur-Briand,TV,486934,0.2747706409802797
Camus Gérard S.A.,Julien-la-Forêt,Billboards,310460,0.5632536626735742
Carlier Neveu SA,Bourdondan,Billboards,205101,0.48824678896880414
Guillaume SARL,SanchezBourg,Billboards,302664,0.5110525057262966
Didier,Sainte Raymond,Social Media,242385,0.22926487312659047
Gilbert S.A.R.L.,Charrier-sur-Guyot,Billboards,329727,0.8141609915495246
Meyer,Rey-sur-Boucher,Radio,188324,0.46509927278982166
Masson Bertrand SA,Gilles,Billboards,493437,0.21146585380855687
Mallet,Dumont,Billboards,404269,0.7522914976617162
Sanchez,Gimenez,Radio,173634,0.5841543875775228
Marie SA,Saint Susan-sur-Mer,Social Media,233413,0.36590272910580823
Guillon,Schmittboeuf,Radio,42750,0.6327951131113201
Aubert,Saint ChristineVille,Social Media,251562,0.16446037942941727
Da Silva,Paris,Social Media,397006,0.28709055588193166
Rousset,Saint ChantalBourg,Radio,288706,0.2505593404621841
Techer Leclerc S.A.S.,Besnarddan,Radio,390898,0.3513001644564767
Leblanc SA,Saint Tristan,Billboards,28357,0.7814100886780555
Valentin Alexandre S.A.R.L.,Saint David,TV,365047,0.8826180834174985
Paris,Leroy-sur-Mer,Radio,17859,0.5237080942041791
Bruneau Chauveau et Fils,Saint Margaux-sur-Mer,Social Media,88948,0.7444612776946051
François,Dijoux,Radio,432548,0.23184663040373926
Guilbert Dubois et Fils,Vidal,Billboards,182280,0.15850917908096457
Alexandre S.A.R.L.,Maréchal,Radio,380944,0.8543694191856099
Delmas,Diasnec,TV,403025,0.7919125193110129
Lejeune Potier SARL,Bonneau,Social Media,122494,0.42886839972303525
Descamps,Sainte Olivier,Billboards,332032,0.47161714160092416
Da Costa SARL,Reynec,Radio,487199,0.8709493280457518
Picard Moreau S.A.S.,Sanchez,Billboards,176064,0.4114149415580707
Lévêque et Fils,Vasseurboeuf,Social Media,427407,0.5937744282750087
Merle Payet S.A.S.,Thomas-sur-Faivre,Billboards,114205,0.848302617729711
Robin S.A.,Leblanc,Social Media,404728,0.7629076423075752
Bouvet,Weiss,Social Media,445257,0.7674288857669714
Berger,Jacquot-sur-Martinez,Radio,338133,0.8293753393525237
Raymond SARL,Vaillant,TV,240739,0.5859133636878534
Maury,Albert,Social Media,461437,0.5730853212161449
De Sousa Monnier S.A.R.L.,Jourdan,TV,84719,0.7586566872484809
Mercier,Guillou-sur-Renard,TV,143156,0.8781542107300455
Thomas,AllardVille,Billboards,273008,0.7666576767693689
Perrot Maurice S.A.,Saint Anoukboeuf,TV,431323,0.7805905799714059
Labbé,Gilbert-sur-Lévêque,Radio,232167,0.24856965235351433
Pereira,Cordier-la-Forêt,Billboards,194352,0.7027213681216558
Grondin Guillet S.A.S.,Sainte RogerVille,Billboards,460061,0.8298164800384413
Rémy SA,Blondel,TV,415956,0.6764631386961071
Neveu Salmon S.A.S.,Sainte Nathalie-sur-Mer,Billboards,303036,0.11644891681344866
Hoarau S.A.R.L.,Renault,Billboards,393404,0.874885596985686
Fabre et Fils,Lemaire-sur-Mer,Billboards,207003,0.4097271984764359
Payet et Fils,Letellier-sur-Mer,Radio,119848,0.6078056414722026
Perrot,Navarro,Billboards,465162,0.6036858221786098
Rossi Perrin SARL,Sainte Renée,Social Media,248963,0.7571459158703139
Rocher Laine SARL,RivièreVille,TV,39847,0.578009927728895
Guillaume,Labbé,Social Media,462358,0.14231899949295182
Potier SARL,Lefebvre,Social Media,258167,0.18437627101364776
Mahe et Fils,Lamy,Radio,411507,0.7993313812264791
Rossi Vaillant SARL,Bertrand,Social Media,136646,0.15598846594264348
Grégoire S.A.S.,Sainte Lorraine,Billboards,16341,0.5020375523478349
Marques,Rey,Billboards,400683,0.3624351019030504
François,Deschampsboeuf,Billboards,472885,0.8691469986260478
Brun Robert SA,Sainte Caroline,Social Media,63466,0.42846727924385486
Parent Ruiz S.A.S.,Sainte Adrienneboeuf,Radio,233714,0.22720630154151264
Dijoux,Sainte Olivier-les-Bains,Billboards,445910,0.23468135648974783
Perez SA,Gérard,Billboards,467122,0.12155328165313142
Durand,Saint Christophenec,Billboards,364309,0.8397311073151139
Brun,Besson,Billboards,314238,0.7117232685258376
Valette SARL,Saint Marthe,Social Media,52729,0.6019452856844604
Lamy,LeclercVille,Social Media,134162,0.2637232611325099
Guichard Hamon S.A.R.L.,Thomas,TV,454832,0.14795732961833022
Blanc S.A.,Rocher,TV,265607,0.2706777465805448
Auger S.A.S.,Arnauddan,Billboards,314079,0.6105956164384426
Raynaud,Sainte Maryse-la-Forêt,Billboards,94490,0.39412994499940046
Wagner,Cousin,TV,490347,0.49733000968652896
Seguin,Saint Brigitte,TV,313330,0.21719573313754437
Lefèvre,Fouquet-sur-Colin,TV,347106,0.8778176697000748
Voisin Bourgeois et Fils,Saint Benjamin,Billboards,290981,0.8916506260084544
Imbert Foucher S.A.R.L.,Saint ÉléonoreVille,Billboards,100035,0.29969236432808366
Clerc Garnier S.A.S.,Sainte Jules,Social Media,175192,0.3389816665595762
Hebert Guibert S.A.R.L.,Fournier,Billboards,290826,0.4045125181732597
Bailly Leroux et Fils,Blondel,Social Media,372992,0.11140011058259819
Morvan,Gilbert,Social Media,77792,0.5483738208976929
Renaud S.A.,Maillard,Billboards,172060,0.30197424465476386
Thierry S.A.,Bernier-sur-Aubry,TV,181198,0.1614121173651033
Pereira,Godard,Social Media,183181,0.8264943445297032
Bouvier Delannoy S.A.,Sainte Moniqueboeuf,Billboards,305664,0.3838383593093473
Vaillant S.A.S.,Marchal-sur-Martinez,Billboards,241291,0.6648293966664082
Delaunay Lemaître SA,Lopes-les-Bains,Billboards,116564,0.8713226669006267
Vallée Rodrigues SA,Saint Henriette,Billboards,136217,0.2177068551835266
Aubry Potier et Fils,Buissondan,Social Media,108236,0.6173053069011801
Joseph,Lacroixnec,Billboards,445447,0.5482714784046065
Garcia,Roche,TV,390428,0.17727484962725282
Gay,Gilbertdan,Billboards,481759,0.7802043114064928
Payet,Leblancnec,Social Media,231521,0.5030039277865334
Morvan Garcia SA,Gonzalez-sur-Bernard,Radio,181579,0.6452974138078394
Pineau S.A.S.,JulienBourg,Billboards,268160,0.5821076396098215
Ferrand Garcia SA,Godard-sur-Jacquet,Radio,385907,0.5690555456456179
Bertin,Godard-sur-Launay,TV,496574,0.39709877192278753
Rolland,Charrier,Radio,342485,0.8286046883113626
Payet,Chevalier,Radio,97936,0.6106785830978285
Didier,Sainte Émilie,Social Media,162196,0.44902190285202037
Boucher,David,Billboards,327344,0.13350772635712913
Guibert,Tanguynec,Social Media,188605,0.2385325949801616
Bruneau Lagarde S.A.S.,RibeiroBourg,Billboards,361204,0.5392265185494115
Pichon et Fils,Dubois-sur-Allard,Billboards,170987,0.7361912159842824
Jourdan Ollivier S.A.R.L.,Petit-sur-Masse,Social Media,242806,0.23236648727316622
Roche,Cohen-sur-Munoz,Billboards,398850,0.1501291798401077
Barre S.A.R.L.,Bousquet,TV,396954,0.48316089063695977
Chauvet,Delannoy-sur-Aubry,Social Media,18676,0.3705614135003027
Guillon,Ferreira,TV,301733,0.5601787679704786
Marie,Robin,Billboards,356321,0.5985344184251374
Collet et Fils,Petitjean,Social Media,452640,0.7702161479263766
Sauvage,Saint Luce-les-Bains,TV,14534,0.6406059977606532
De Sousa S.A.,Carre,Billboards,248761,0.5610508236720609
Alves,Boutin,Radio,478919,0.7938077781257684
Maurice Munoz SARL,Coste-sur-Payet,Social Media,213645,0.866234443274485
Paul,Bigot,Billboards,278781,0.4435686835325011
Langlois Moreau S.A.R.L.,Maurice-sur-Mer,TV,323927,0.3784775765468792
Raynaud S.A.R.L.,Maréchal,Radio,473956,0.5007679293501067
Daniel Nguyen S.A.R.L.,David,Billboards,474726,0.2848596178929806
Lecomte Dumont S.A.,LeconteVille,TV,247822,0.45061146550910336
Bailly Camus S.A.R.L.,Blanchard-les-Bains,TV,56106,0.20369790302394533
Seguin,Saint Augustin,Social Media,371814,0.5358045905677428
Le Roux Blin et Fils,Adamboeuf,Billboards,107297,0.22296372990895508
Barthelemy SA,Sainte Patrick,TV,357924,0.5587058582667747
Vincent SARL,Gauthier,Social Media,274187,0.840688762381835
Duval,Saint Agatheboeuf,Social Media,81616,0.7632862609930265
Bertrand Caron SA,Couturier-sur-Teixeira,Social Media,73479,0.14914473315452892
Rossi,Valentin,Billboards,127960,0.10410404307783293
Lopes,Sainte Adélaïdeboeuf,Billboards,352768,0.2792509475571219
Pascal Paris SA,Fontaine-sur-Alexandre,Billboards,250274,0.4238046266001064
Dos Santos S.A.S.,Sainte GérardBourg,Radio,436522,0.5321204824292421
Delorme Picard SARL,Adam-sur-Mer,TV,241814,0.23191615338165672
François S.A.S.,Faivre,Radio,446703,0.6960205020779082
Gillet S.A.R.L.,Thibault,Social Media,222530,0.5579719162139886
Letellier,Gauthier,TV,444235,0.8387274317791951
Reynaud,Lévêque,Billboards,409545,0.4905954156391096
Bonneau S.A.S.,Laroche-sur-Da Silva,Radio,156980,0.18792973218571546
Meyer et Fils,Maceboeuf,Social Media,29757,0.262619365781501
Mercier Roger SA,CohenVille,Billboards,481333,0.7599555026648203
Lacroix SARL,ChauveauVille,Billboards,310556,0.46468553830422055
Sauvage,Vincent,Social Media,386795,0.2602863595078131
Lefebvre Allard SARL,Auger,Radio,313628,0.8609056582870392
Peltier,Sanchezdan,TV,27727,0.450932673070237
Robin De Sousa SA,Saint Denis,Social Media,395487,0.1952662950544231
Perrin Lagarde SA,Saint Virginie,Billboards,314540,0.5571248596454195
David,Pichon,Radio,206831,0.4473434354787813
Lefebvre S.A.R.L.,Pons,Social Media,292612,0.6382560062168199
Leclercq et Fils,Bouvet,TV,320226,0.34047516024992525
Legrand,Jourdan-sur-Martin,Radio,68492,0.47615120943426026
Martinez,Labbé,Social Media,109592,0.6781477014584627
Navarro,Legrand,Billboards,48806,0.4680088539608861
Labbé,Lévy-sur-Mer,Billboards,247356,0.7144227206502207
Martin et Fils,RémyVille,Billboards,199809,0.59629277786582
Mary,Devaux-la-Forêt,Radio,68181,0.5282753749857286
Hardy Martel SARL,Chevalier-sur-Fernandes,TV,48946,0.4071298544323726
Boutin,Alexandredan,Social Media,495133,0.5289017296086956
Traore,Navarro,Radio,472362,0.8482547968014659
Pottier,MaréchalVille,TV,346498,0.16099079372102515
Garnier S.A.R.L.,Sainte Éléonore-sur-Mer,Billboards,61156,0.21974921634298542
Pinto,Blin,Radio,364514,0.12515606352052944
Rousset,Lejeunedan,Radio,258206,0.28141975921590423
Rivière Mendès S.A.,Letellier-sur-Perez,Radio,36699,0.694416263449529
Lefèvre,Michel,TV,89533,0.489379129732053
Gay,Saint Stéphanie-sur-Mer,Radio,346059,0.5390575050118156
Faure Jacquot SARL,BlanchetBourg,Billboards,374977,0.4856052492470083
Lesage,Bouchet,TV,50081,0.3797980965564669
Imbert SA,Ferreira,Billboards,434783,0.7113082761600813
Perrin,Grondinboeuf,Social Media,496315,0.16846670858521462
Marques,Paul,Radio,331331,0.8313581546737251
Garnier,Guillet-sur-Richard,Billboards,339391,0.8484700886701977
Delannoy Boulay SARL,Petitjean,TV,433302,0.5066102274252081
Carpentier Thibault S.A.,Saint SuzanneBourg,Billboards,382947,0.19364738393290867
Potier S.A.R.L.,Sainte Paul,TV,378530,0.33569030879777895
Bernard S.A.S.,Langloisboeuf,Radio,472474,0.21248475526449867
Guillaume,Schneiderboeuf,TV,251269,0.27213317280205307
Perret S.A.S.,Saint Patrick,Social Media,461396,0.22632345950457317
Guyot,Briand-la-Forêt,Radio,365952,0.6262141181206387
Bousquet Duval SARL,Saint Richard-la-Forêt,Social Media,94650,0.3222994379582376
Boucher Legendre S.A.R.L.,Sainte Cécile,Billboards,16429,0.6867018362363082
Morin Lejeune SARL,Jean,TV,166676,0.3475583678279134
Blin,Wagner,Billboards,441793,0.1807106416562607
Prévost S.A.S.,Ribeiro,Radio,215934,0.8914675130909003
Henry,Rocher,Billboards,391466,0.3158064304419934
Robert Martin SARL,Mendèsboeuf,Radio,47231,0.6735307309493831
Guillet Moreau S.A.S.,Peron,Billboards,218361,0.6844149369955072
Da Costa,Gimenez,TV,222088,0.7508289218358398
Letellier S.A.S.,Saint Xavier-les-Bains,Social Media,369035,0.6630141367639609
Labbé,Saint Pauline,Social Media,260260,0.4726277037698762
Grégoire,Sainte Alain,Billboards,110432,0.14232048848379258
